id,abv,available,description,glass,ibu,isOrganic,name,originalGravity,srm
2051,4.8,Beer is not available.,"The first of four in a new series of specialty beers (introduced 2009-10), available August through October.",Tulip,32.0,N,MacTarnahan's Lip Stinger,1.055,7
2052,5.0,Limited availability.,"The Story:
The Seeley Lake Pond Hockey Tournament (SLPH) is a USA Hockey sanctioned tournament that is designed as a fundraiser for local charities as well as a weekend to bolster local commerce in Seeley Lake.  As they enter into our 5th year, the SLPH tournament has donated close to $7,500 to help bring both young aspiring hockey players into the sport, as well as increase resources to allow local grade school to better access kinetic sports.  They strive to raise money for local organizations and provide an opportunity for kids to be exposed to, as well as learn to love, the great sport of ice hockey.
The Beer:
A perfect beer for watching hockey (or just enjoying). The aroma is filled with the classic Cascade aromas of citrus and resin. The taste is very crisp, almost lager like. The finish is slightly dry, which leaves you wanting for more.",,26.0,N,Seeley Lake Pond Hockey Ale,1.044,14
2053,7.0,Available year round as a staple beer.,"In this flavorful IPA you’ll find a little spice from the rye along with the flavor of South Carolina wildflower honey from BeeWell honey in Pickens, SC. It’s a crisp, well-balanced IPA dry hopped with Centennial and clocks in at 7.1% ABV. As one of our flagships, you can pilot this Drone anytime of year.",Pint,85.0,N,Drone,1.06,11
2054,5.2,Available year round as a staple beer.,"We tip our caps to Texas’ perpetual Summer with this American-Belgian-Weizen hybrid. Named for the Greenbelt Trail in Northeast Denton, crisp citrus flavors shine bright in this light-golden brew; a refreshing match for whatever trail you’re on.

Made with malted wheat, two row barley, & honey malt. Hopped with Cascade and Santium hops. Spiced with grapefruit peel and coriander.",Weizen,20.0,N,Greenbelt Farmhouse Ale,1.044,3
2055,9.8,Beer is not available.,"When we started connecting on our first anniversary beer, we simply asked ourselves ""What would we want to drink?"" It needed to be big, yet smooth. Go heavy on the hops. Throw in some funk and barrel age that bad boy. Thus, we give you Lion's Share I.

Angels get their share, and the devil gets his cut. Our Lion's Share is for each and every one of you who have supported us along the way.",Snifter,102.0,N,Lion's Share I: Anniversary Ale,1.093,15
2056,4.5,Available year round as a staple beer.,"A light-bodied, easy drinking beer style from the Northern German town of Cologne. The hops are very low and of noble variety with a light malt to keep the beer refreshing.",Pint,22.0,N,Old Town Ale,1.042,6
2057,8.1,Available year round as a staple beer.,"A top fermented dry hopped strong amber beer made with barley malt , wheat and spelt, and a combination of 4 different kinds of hops.

It's a 100% natural, non filtered amber ale, without spices, with a full body with citrus fruit aromas and a bitterness of 36 IBU.",,36.0,N,Belgoo Arbo,1.048,15
2058,5.2,Available year round as a staple beer.,Experience Suncoast Pale Ale it’s the perfect combination of biscuity golden sweet flavor and just when you think the show is over the aggressive hop finish leaves you craving more!,,42.0,N,Suncoast Pale Ale,1.044,7
2059,3.9,Limited availability.,"“Drink’in” is very hoppy, flavorful session ale brewed with equal portions of malted barley and malted wheat, and heavily dry-hopped with citrusy, American Amarillo hops. The name and inspiration come from “Drink’in the Sun”, a beer that Mikkeller has previously brewed in Europe, using a recipe remarkably similar to one that Jester King had already used for numerous test batches, that were intended to serve as the basis for a future seasonal release.",Pilsner,43.0,Y,Drink'in the Sunbelt,1.033,10
2060,7.3,"Available at the same time of year, every year.",,,25.0,N,Promised Land,1.064,8
2061,11.75,Limited availability.,"Leviathan Quad was fermented with a blend of two traditional Trappist yeasts.  A mixture of two-row pale malts, caramel malts, and special aromatic malts gives the Quad its richness and texture. The subtle hop flavor imparted from Brewer’s Gold hops lingers in the background and provides just enough bitterness to balance the malt sweetness.  The addition of imported Belgian Dark Candi Syrup rounds out the beer, giving the Quad its full body and deep auburn color.  Expect notes of honeyed dry fruit with peppery phenols in the aroma, a velvet-like mouthfeel, and a superbly drinkable beer.",,44.0,N,Leviathan Quad,1.064,16
2062,11.0,Limited availability.,"Like India Pale Ale, the classic Imperial Stouts were originally brewed with high levels of alcohol and hops to withstand the rigors of a long sea journey, not to India but to Imperial Russia and the Baltic States. Our version is an over-the-top riff on the style, with a huge grain bill featuring several kinds of malted barley, wheat, rye, oats, and spelt. Robust grain and coffee flavors are counterbalanced by date and plum notes from the Belgian yeast. To add extra complexity and depth, this Imperial Stout is made up of a blend of freshly brewed beer and several barrel-aged beers, carefully balanced. Za Vas!",Pint,63.0,N,Imperial Stout,1.08,40
2063,6.0,Limited availability.,"We curse daily at this beer because it takes so long to ferment, but it's worth the wait, despite our emotional scarring.  This Belgian-style Saison has golden/light copper color, light body, medium hop bitterness, flavor & aroma, medium-low malt flavor & aroma and spiciness from added coriander.  Fruity esters dominate the aroma while complex alcohols, acidity, low Brettanomyces character and clove and smoke-like phenolics from Saison yeast.",,26.0,N,Saison de Ruisseau,1.055,9
2064,5.5,Available year round as a staple beer.,"As red as the ""Blood Moon"", Caramel and Vienna malts provide the deep red color and mild malty mouth feel.  The English malts and Noble hops provide a nice clean and balanced ale.",Pint,22.0,N,Red Moon,1.048,16
2065,9.4,Available year round as a staple beer.,The rich and roasty character of our BORIS The Crusher Oatmeal-Imperial Stout is masterfully complimented by Bourbon barrel aging to add a vanilla-like aroma and a great depth of flavor.,Pint,60.0,N,Barrel-Aged B.O.R.I.S. The Crusher Imperial Stout,1.107,Over 40
2066,5.0,Available year round as a staple beer.,"Oosik Amber Ale is a true German-style altbier, brewed with pale, Munich and crystal malts. Deep amber with copper highlights, Oosik sports a toasted and caramel malt profile, balanced by traditional noble hops. A special yeast strain ferments this ale at cooler lager temperatures, giving it a smooth malt character and a clean finish.

Want to hang—so to speak—for a while? Oosik Amber Ale gives you hang time. Great flavor, big mouthfeel, satisfying finish…all in a session-worthy beer. Compare it to other ambers—Oosik rules. Look for our 20-inch Oosik tap in better beer bars throughout AK.

You can't just have a little Oosik.",Pint,11.0,N,Oosik Amber Ale,1.048,12
2067,7.5,Available year round as a staple beer.,"Flagraiser IPA is a big, hoppy tribute to the unfurling of the Grand Union flag atop Prospect Hill in Somerville, MA on January 1, 1776. This ale celebrates our passion for hop aroma and flavor balanced with just the right amount of malt.

Huge aroma and resin-y flavors from the elusive Galaxy hops are the signature of this beer. Built on a solid base of pale malts, this double IPA makes generous use of hops from Columbus, Crystal and Galaxy with the Galaxy hops taking the lead during ten days of aggressive dry-hopping.",Pint,80.0,N,Flagraiser IPA,1.068,9
2068,6.0,Available year round as a staple beer.,,Pint,32.0,N,White & Nerdy,1.044,3
2069,7.7,Beer is not available.,"Celebrating 15 years of Bear Republic Brewing Co., this IPA is brewed from an old recipe (batch 50!) that is malty and very hoppy, just the way our Brewmaster likes it.",Pint,80.0,N,Five Zero,1.075,8
2070,5.7,Available year round as a staple beer.,"A brazen take on the style, our classic cream ale is as complex as it is refreshing. Aromas of hop spice and lemon balance perfectly with a soft and fluffy malt body. Brewed with Himalayan Basmati Rice.",,20.0,N,Cavalier,1.056,2
2071,7.0,"Available at the same time of year, every year.","This stout has 8 different grains in the mash. Lots of Barley is an understatement.  There is a ridiculous amount of grain in this beer. The grain sweetness is offset with a substantial amount of hops. Notes of coffee and chocolate are prevalent in this beer. Willamette, fuggles, and perle are the hops used in this export style stout.",,53.5,N,L.O.B.,1.052,40
2072,10.0,Limited availability.,"BARLEYWINE with Botrytis-infused Semillon grapes & 3-year-old Barrel Aged Imperial Porter

Take a trip with us to a simpler time with this “one-off” Barleywine from Napa Smith Brewery. Staying true to our roots in Napa Valley, we have produced Grateful Dog by incorporating late harvest Semillon Grapes sourced from Roger Harrison — one of the Napa Valley’s most noted dessert wine specialists who produces Nightingale and Nobility wines. But our collective journey has just begun.

Before kegging, we blended in a portion of our 3-year old Barrel Aged Imperial Porter. Grateful Dog is a BIG beer. At 10% alcohol this beer is a Zen-like invitation to practice moderation. Grateful Dog pours with a rich, dark mahogany color and a long-lasting creamy off-white head. Aromas of cherries, dried fruit, chocolate and coffee show strongly. The flavor is complex and multi-layered, starting with a subtle, sweet fruitiness and progressing to dark caramel with a pronounced wood aged porter character to finish. Here in the Napa Valley we turn wine into beer!",,45.0,N,Grateful Dog,1.11,18
2073,8.5,Available during the summer months.,"3 Citrus Peel Out is an Imperial Wheat Ale brewed with blood orange juice, tangerine and grapefruit peels. It features a grain bill consisting of 35% wheat, CTZ & Mosaic hops and a walloping amount of citrus. Over four and a half pounds of tangerine & grapefruit peel per barrel accompany tropical flavors from Mosaic hops and an added boost of blood orange juice during fermentation. Residual sweetness helps accentuate the fruity character.",,30.0,N,3 Citrus Peel Out,1.036,10
